"ParameterPath","Value","Formula","RHSFormula"
S2|Organism|Stomach|Volume|Percentile,0.500379076911308,,
S2|Organism|Stomach|Volume|Mean,0.135729408786912,,
S2|Organism|Stomach|Volume|Deviation,0.0203594113180368,,
S2|Organism|Stomach|Specific blood flow rate|Percentile,0.5,,
S2|Organism|Stomach|Specific blood flow rate|Mean,0.3861,,
S2|Organism|Stomach|Specific blood flow rate|Deviation,0.019305,,
S2|Organism|Stomach|Plasma|Volume of protein container,0.00230229888560626,Volume,
S2|Organism|Stomach|Plasma|Volume,0.00230229888560626,f_vas*(1-HCT)*V_org,
S2|Organism|Stomach|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Stomach|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|Stomach|BloodCells|Volume of protein container,0.00204166127591499,Volume,
S2|Organism|Stomach|BloodCells|Volume,0.00204166127591499,f_vas*HCT*V,
S2|Organism|Stomach|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Stomach|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|Stomach|Interstitial|Volume of protein container,0.0135748755047539,Volume,
S2|Organism|Stomach|Interstitial|Volume,0.0135748755047539,f_int*V,
S2|Organism|Stomach|Interstitial|pH,7.4,pH_int,
S2|Organism|Stomach|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Stomach|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|Stomach|Intracellular|Volume of protein container,0.135748755047539,Volume,
S2|Organism|Stomach|Intracellular|Volume,0.117829919381264,f_cell*V,
S2|Organism|Stomach|Intracellular|pH,7.4,,
S2|Organism|Stomach|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Stomach|Intracellular|Midazolam|Partition coefficient (water/container),0.0187172014249515,K_water_cell,
S2|Organism|SmallIntestine|Small intestinal transit time factor,71.3320001979601,P1*SITT+P2,
S2|Organism|SmallIntestine|Weight (tissue),0.583651669133261,Volume * Density,
S2|Organism|SmallIntestine|Fluid recirculation flow rate,7.96305368081786E-06,J_iso_incl_Mucosa-J_iso_duo-J_iso_uje-J_iso_lje-J_iso_uil-J_iso_lil,
S2|Organism|SmallIntestine|Fluid recirculation flow rate (incl. mucosa),9.92404496612395E-06,f_Jiso * (1-alpha_l) * Q_lymph * (V/V_mouse)^(exp_Jiso_scale - 1),
S2|Organism|SmallIntestine|Lymph flow rate,0.000434472375084896,Q_lymph_incl_Mucosa-Q_lymph_duo-Q_lymph_uje-Q_lymph_lje-Q_lymph_uil-Q_lymph_lil,
S2|Organism|SmallIntestine|Lymph flow rate (incl. mucosa),0.000541466070644187,f_lymph*Q*(1-HCT),
S2|Organism|SmallIntestine|Volume (endothelium),0.00032033231592977,SA_pls_int*d_endo,
S2|Organism|SmallIntestine|Fraction intracellular,0.882,1 - f_int - f_vas,
S2|Organism|SmallIntestine|Blood flow rate,0.523914920797472,Qspec * Weight,
S2|Organism|SmallIntestine|Volume (mucosa),0.115329569820732,V_duo+V_uje+V_lje+V_uil+V_lil,
S2|Organism|SmallIntestine|Density (tissue),1,,
S2|Organism|SmallIntestine|Fluid recirculation flow proportionality factor,0.179,,
S2|Organism|SmallIntestine|Lymph flow proportionality factor,0.00195,,
S2|Organism|SmallIntestine|Organ volume mouse,0.001406,,
S2|Organism|SmallIntestine|Allometric scale factor,0.75,,
S2|Organism|SmallIntestine|Mucosa blood flow fraction,0.75,,
S2|Organism|SmallIntestine|Small intestinal transit time factor intercept,-4.52,,
S2|Organism|SmallIntestine|Small intestinal transit time factor slope,0.602,,
S2|Organism|SmallIntestine|Fraction of blood for sampling,1,,
S2|Organism|SmallIntestine|Flow fraction via large pores,0.05,,
S2|Organism|SmallIntestine|Hydraulic conductivity,1.53888888888889E-10,,
S2|Organism|SmallIntestine|Radius (large pores),2.5E-07,,
S2|Organism|SmallIntestine|Radius (small pores),4.5E-08,,
S2|Organism|SmallIntestine|Fraction vascular,0.024,,
S2|Organism|SmallIntestine|Vf (lipid),0.062,,
S2|Organism|SmallIntestine|Vf (neutral lipid)-PT,0.0487,,
S2|Organism|SmallIntestine|Vf (phospholipid)-PT,0.0163,,
S2|Organism|SmallIntestine|Vf (protein),0.133,,
S2|Organism|SmallIntestine|Fraction interstitial,0.094,,
S2|Organism|SmallIntestine|Albumin ratio (tissue/plasma),0.158,,
S2|Organism|SmallIntestine|Albumin ratio (tissue/plasma)-PT,0.5,,
S2|Organism|SmallIntestine|Lipoprotein ratio (tissue/plasma),0.141,,
S2|Organism|SmallIntestine|Vf (water),0.792,,
S2|Organism|SmallIntestine|Vf (water)-PT,0.718,,
S2|Organism|SmallIntestine|Vf (neutral lipid)-RR,0.0375,,
S2|Organism|SmallIntestine|Vf (neutral lipid)-WS,0.0483,,
S2|Organism|SmallIntestine|Vf (neutral phospholipid)-RR,0.0124,,
S2|Organism|SmallIntestine|Vf (neutral phospholipid, plasma)-WS,0.0182,,
S2|Organism|SmallIntestine|Vf (extracellular water)-RR,0.282,,
S2|Organism|SmallIntestine|Vf (protein)-WS,0.15,,
S2|Organism|SmallIntestine|Vf (intracellular water)-RR,0.456,,
S2|Organism|SmallIntestine|Vf (water)-WS,0.78,,
S2|Organism|SmallIntestine|Acidic phospholipids [mg/g] - RR,2.41,,
S2|Organism|SmallIntestine|Vf (acidic phospholipids)-WS,0.0035,,
S2|Organism|SmallIntestine|Small intestinal transit time,126.000000328837,,
S2|Organism|SmallIntestine|Volume,0.583651669133261,,
S2|Organism|SmallIntestine|Specific blood flow rate,0.89765,,
S2|Organism|SmallIntestine|Small intestinal transit time|Percentile,0.5,,
S2|Organism|SmallIntestine|Small intestinal transit time|Mean,126,,
S2|Organism|SmallIntestine|Small intestinal transit time|GeometricDeviation,1.6,,
S2|Organism|SmallIntestine|Volume|Percentile,0.501747244852011,,
S2|Organism|SmallIntestine|Volume|Mean,0.58335271881664,,
S2|Organism|SmallIntestine|Volume|Deviation,0.0682572317087829,,
S2|Organism|SmallIntestine|Specific blood flow rate|Percentile,0.5,,
S2|Organism|SmallIntestine|Specific blood flow rate|Mean,0.89765,,
S2|Organism|SmallIntestine|Specific blood flow rate|Deviation,0.0448825,,
S2|Organism|SmallIntestine|Plasma|Volume of protein container,0.00595705710325536,Volume,
S2|Organism|SmallIntestine|Plasma|Volume,0.00595705710325536,f_vas*(1-HCT)*(V-V_Mucosa),
S2|Organism|SmallIntestine|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|SmallIntestine|BloodCells|Volume of protein container,0.00528267328024532,Volume,
S2|Organism|SmallIntestine|BloodCells|Volume,0.00528267328024532,f_vas*HCT*(V-V_Mucosa),
S2|Organism|SmallIntestine|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|SmallIntestine|Interstitial|Volume of protein container,0.0440222773353777,Volume,
S2|Organism|SmallIntestine|Interstitial|Volume,0.0440222773353777,f_int*(V-V_Mucosa),
S2|Organism|SmallIntestine|Interstitial|pH,7.4,pH_int,
S2|Organism|SmallIntestine|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|SmallIntestine|Intracellular|Volume of protein container,0.468322099312529,Volume-V_Mucosa,
S2|Organism|SmallIntestine|Intracellular|Volume,0.41306009159365,f_cell*(V-V_Mucosa),
S2|Organism|SmallIntestine|Intracellular|pH,7.4,,
S2|Organism|SmallIntestine|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Intracellular|Midazolam|Partition coefficient (water/container),0.0187172014249515,K_water_cell,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Weight (tissue),0.0132022007557944,Volume * Density,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Volume,0.0132022007557944,V_GutWall*fractionMucosa,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Fluid recirculation flow rate,2.24481897133724E-07,J_iso_intestine * V_seg / V_intestine,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Lymph flow rate,1.22479625179715E-05,Q_lymph_intestine * V_seg / V_intestine,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Volume (endothelium),4.89141538002181E-05,SA_pls_int*d_endo,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Blood flow rate,0.0365430657256237,Q * fractQ * regionalFractQ,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Fraction intracellular,0.45,1 - f_int - f_vas,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Density (tissue),1,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Fraction mucosa,0.26,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Fraction of regional blood flow rate,0.093,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Fraction of blood for sampling,1,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Flow fraction via large pores,0.05,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Hydraulic conductivity,1.53888888888889E-10,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Radius (large pores),2.5E-07,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Radius (small pores),4.5E-08,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Fraction vascular,0.13,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (lipid),0.06,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (neutral lipid)-PT,0.0487,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (phospholipid)-PT,0.0163,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (protein),0.08,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Fraction interstitial,0.42,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Albumin ratio (tissue/plasma),0.158,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Albumin ratio (tissue/plasma)-PT,0.5,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Lipoprotein ratio (tissue/plasma),0.141,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (water),0.8,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (water)-PT,0.718,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (neutral lipid)-RR,0.0375,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (neutral lipid)-WS,0.0483,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (neutral phospholipid)-RR,0.0124,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (neutral phospholipid, plasma)-WS,0.0182,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (extracellular water)-RR,0.282,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (protein)-WS,0.15,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (intracellular water)-RR,0.456,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (water)-WS,0.78,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Acidic phospholipids [mg/g] - RR,2.41,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Vf (acidic phospholipids)-WS,0.0035,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Plasma|Volume of protein container,0.000909631632074232,Volume,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Plasma|Volume,0.000909631632074232,f_vas*(1-HCT)*V_org,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|SmallIntestine|Mucosa|Duodenum|BloodCells|Volume of protein container,0.000806654466179036,Volume,
S2|Organism|SmallIntestine|Mucosa|Duodenum|BloodCells|Volume,0.000806654466179036,f_vas*HCT*V,
S2|Organism|SmallIntestine|Mucosa|Duodenum|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|Duodenum|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Interstitial|Volume of protein container,0.00554492431743363,Volume,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Interstitial|Volume,0.00554492431743363,f_int*V,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Interstitial|pH,7.4,pH_int,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Intracellular|Volume of protein container,0.0132022007557944,Volume,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Intracellular|Volume,0.00594099034010746,f_cell*V,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Intracellular|pH,7.3,,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|Duodenum|Intracellular|Midazolam|Partition coefficient (water/container),0.0187172014249515,K_water_cell,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Weight (tissue),0.0377856090596873,Volume * Density,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Volume,0.0377856090596873,V_GutWall*fractionMucosa,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Fluid recirculation flow rate,6.42482671106865E-07,J_iso_intestine * V_seg / V_intestine,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Lymph flow rate,3.50545134135047E-05,Q_lymph_intestine * V_seg / V_intestine,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Volume (endothelium),0.000139995681566142,SA_pls_int*d_endo,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Blood flow rate,0.0860530257409847,Q * fractQ * regionalFractQ,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Fraction intracellular,0.52,1 - f_int - f_vas,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Density (tissue),1,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Fraction mucosa,0.26,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Fraction of regional blood flow rate,0.219,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Fraction of blood for sampling,1,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Flow fraction via large pores,0.05,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Hydraulic conductivity,1.53888888888889E-10,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Radius (large pores),2.5E-07,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Radius (small pores),4.5E-08,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Fraction vascular,0.13,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (lipid),0.06,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (neutral lipid)-PT,0.0487,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (phospholipid)-PT,0.0163,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (protein),0.08,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Fraction interstitial,0.35,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Albumin ratio (tissue/plasma),0.158,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Albumin ratio (tissue/plasma)-PT,0.5,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Lipoprotein ratio (tissue/plasma),0.141,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (water),0.8,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (water)-PT,0.718,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (neutral lipid)-RR,0.0375,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (neutral lipid)-WS,0.0483,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (neutral phospholipid)-RR,0.0124,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (neutral phospholipid, plasma)-WS,0.0182,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (extracellular water)-RR,0.282,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (protein)-WS,0.15,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (intracellular water)-RR,0.456,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (water)-WS,0.78,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Acidic phospholipids [mg/g] - RR,2.41,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Vf (acidic phospholipids)-WS,0.0035,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Plasma|Volume of protein container,0.00260342846421246,Volume,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Plasma|Volume,0.00260342846421246,f_vas*(1-HCT)*V_org,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|BloodCells|Volume of protein container,0.0023087007135469,Volume,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|BloodCells|Volume,0.0023087007135469,f_vas*HCT*V,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Interstitial|Volume of protein container,0.0132249631708906,Volume,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Interstitial|Volume,0.0132249631708906,f_int*V,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Interstitial|pH,7.4,pH_int,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Intracellular|Volume of protein container,0.0377856090596873,Volume,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Intracellular|Volume,0.0196485167110374,f_cell*V,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Intracellular|pH,7.3,,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|UpperJejunum|Intracellular|Midazolam|Partition coefficient (water/container),0.0187172014249515,K_water_cell,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Weight (tissue),0.0279218958513352,Volume * Density,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Volume,0.0279218958513352,V_GutWall*fractionMucosa,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Fluid recirculation flow rate,4.7476631117937E-07,J_iso_intestine * V_seg / V_intestine,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Lymph flow rate,2.59037368196179E-05,Q_lymph_intestine * V_seg / V_intestine,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Volume (endothelium),0.000103450624129197,SA_pls_int*d_endo,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Blood flow rate,0.0860530257409847,Q * fractQ * regionalFractQ,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Fraction intracellular,0.55,1 - f_int - f_vas,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Density (tissue),1,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Fraction mucosa,0.26,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Fraction of regional blood flow rate,0.219,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Fraction of blood for sampling,1,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Flow fraction via large pores,0.05,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Hydraulic conductivity,1.53888888888889E-10,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Radius (large pores),2.5E-07,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Radius (small pores),4.5E-08,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Fraction vascular,0.13,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (lipid),0.06,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (neutral lipid)-PT,0.0487,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (phospholipid)-PT,0.0163,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (protein),0.08,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Fraction interstitial,0.32,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Albumin ratio (tissue/plasma),0.158,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Albumin ratio (tissue/plasma)-PT,0.5,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Lipoprotein ratio (tissue/plasma),0.141,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (water),0.8,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (water)-PT,0.718,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (neutral lipid)-RR,0.0375,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (neutral lipid)-WS,0.0483,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (neutral phospholipid)-RR,0.0124,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (neutral phospholipid, plasma)-WS,0.0182,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (extracellular water)-RR,0.282,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (protein)-WS,0.15,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (intracellular water)-RR,0.456,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (water)-WS,0.78,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Acidic phospholipids [mg/g] - RR,2.41,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Vf (acidic phospholipids)-WS,0.0035,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Plasma|Volume of protein container,0.001923818624157,Volume,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Plasma|Volume,0.001923818624157,f_vas*(1-HCT)*V_org,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|BloodCells|Volume of protein container,0.00170602783651658,Volume,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|BloodCells|Volume,0.00170602783651658,f_vas*HCT*V,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Interstitial|Volume of protein container,0.00893500667242727,Volume,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Interstitial|Volume,0.00893500667242727,f_int*V,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Interstitial|pH,7.4,pH_int,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Intracellular|Volume of protein container,0.0279218958513352,Volume,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Intracellular|Volume,0.0153570427182344,f_cell*V,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Intracellular|pH,7.3,,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|SmallIntestine|Mucosa|LowerJejunum|Intracellular|Midazolam|Partition coefficient (water/container),0.0187172014249515,K_water_cell,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Weight (tissue),0.024583408303893,Volume * Density,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Volume,0.024583408303893,V_GutWall*fractionMucosa,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Fluid recirculation flow rate,4.18000773973141E-07,J_iso_intestine * V_seg / V_intestine,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Lymph flow rate,2.28065508955332E-05,Q_lymph_intestine * V_seg / V_intestine,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Volume (endothelium),9.10815277659234E-05,SA_pls_int*d_endo,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Blood flow rate,0.0921435366952553,Q * fractQ * regionalFractQ,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Fraction intracellular,0.56,1 - f_int - f_vas,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Density (tissue),1,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Fraction mucosa,0.13,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Fraction of regional blood flow rate,0.2345,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Fraction of blood for sampling,1,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Flow fraction via large pores,0.05,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Hydraulic conductivity,1.53888888888889E-10,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Radius (large pores),2.5E-07,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Radius (small pores),4.5E-08,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Fraction vascular,0.13,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Vf (lipid),0.06,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Vf (neutral lipid)-PT,0.0487,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Vf (phospholipid)-PT,0.0163,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Vf (protein),0.08,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Fraction interstitial,0.31,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Albumin ratio (tissue/plasma),0.158,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Albumin ratio (tissue/plasma)-PT,0.5,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Lipoprotein ratio (tissue/plasma),0.141,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Vf (water),0.8,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Vf (water)-PT,0.718,,
S2|Organism|SmallIntestine|Mucosa|UpperIleum|Vf (neutral lipid)-RR,0.0375,,
